tenure,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn
45,114.5,5152.5,Two year,Cash,Fiber,Yes,No,0,0
23,33.16,762.68,Month-to-month,UPI,Fiber,No,No,5,1
69,55.08,3800.52,Month-to-month,Credit,Fiber,No,Yes,4,1
6,50.49,302.94,Two year,UPI,DSL,Yes,No,1,0
56,106.63,5971.28,Month-to-month,Credit,Fiber,No,No,0,0
4,61.01,244.04,Month-to-month,Debit,Fiber,No,No,3,1
23,32.4,745.2,One year,Debit,Fiber,No,No,1,0
6,21.03,126.18,Month-to-month,Credit,Fiber,No,Yes,2,0
32,92.19,2950.08,One year,Cash,DSL,Yes,Yes,4,0
18,91.45,1646.1,One year,Credit,DSL,No,No,0,1
15,61.78,926.7,One year,Debit,Fiber,No,No,0,0
40,32.63,1305.2,One year,Debit,DSL,No,Yes,4,0
6,57.16,342.96,Two year,UPI,DSL,No,Yes,0,0
63,78.99,4976.37,Month-to-month,Debit,Fiber,No,No,4,1
67,90.39,6056.13,Month-to-month,Cash,,Yes,Yes,0,0
11,27.82,306.02,Month-to-month,UPI,Fiber,No,No,1,1
43,75.63,3252.09,Two year,Debit,Fiber,No,No,2,0
17,47.61,809.37,Month-to-month,Credit,Fiber,No,Yes,1,0
4,81.73,326.92,One year,Credit,Fiber,No,No,1,1
63,84.81,5343.03,Month-to-month,Debit,DSL,No,No,3,1
68,111.06,7552.08,Two year,Cash,DSL,Yes,No,3,0
41,61.04,2502.64,Two year,Credit,Fiber,Yes,No,2,0
5,73.76,368.8,One year,UPI,Fiber,No,No,1,0
32,46.82,1498.24,Month-to-month,Cash,Fiber,No,Yes,0,0
70,48.66,3406.2,Month-to-month,UPI,,Yes,No,2,0
35,24.6,861.0,Month-to-month,UPI,Fiber,No,No,2,0
22,48.61,1069.42,Month-to-month,Debit,DSL,No,No,0,0
65,26.38,1714.7,Month-to-month,UPI,,Yes,Yes,1,0
22,116.39,2560.58,Month-to-month,Credit,DSL,No,Yes,0,0
11,82.43,906.73,Month-to-month,Cash,Fiber,No,No,1,0
3,37.31,111.93,One year,UPI,Fiber,No,No,3,1
9,31.68,285.12,One year,Debit,,No,No,0,0
60,57.01,3420.6,Month-to-month,UPI,DSL,No,Yes,2,0
14,50.76,710.64,Two year,Credit,DSL,No,No,1,0
18,47.93,862.74,Month-to-month,Cash,,No,Yes,1,0
23,66.82,1536.86,Month-to-month,Credit,DSL,No,No,3,1
47,111.29,5230.63,Month-to-month,Debit,DSL,Yes,Yes,1,0
69,76.81,5299.89,Two year,UPI,DSL,Yes,No,1,0
47,72.12,3389.64,Month-to-month,Credit,DSL,Yes,Yes,2,0
30,100.65,3019.5,Two year,Debit,DSL,No,Yes,1,0
25,20.4,510.0,Month-to-month,Debit,Fiber,No,No,2,0
28,39.74,1112.72,One year,Debit,Fiber,No,Yes,0,0
25,69.62,1740.5,Month-to-month,Debit,Fiber,Yes,No,1,0
58,90.53,5250.74,One year,Cash,Fiber,No,No,2,0
41,68.5,2808.5,Two year,Debit,DSL,No,No,0,0
25,36.37,909.25,Two year,Debit,,Yes,No,2,0
48,113.0,5424.0,One year,Credit,Fiber,No,No,4,1
10,52.87,528.7,Month-to-month,UPI,Fiber,Yes,No,1,1
11,98.82,1087.02,One year,Debit,DSL,No,Yes,3,0
21,109.14,2291.94,One year,UPI,DSL,Yes,No,1,0
45,54.64,2458.8,Month-to-month,Cash,DSL,Yes,Yes,0,0
7,104.53,731.71,One year,Debit,DSL,No,Yes,1,0
64,91.08,5829.12,Month-to-month,Credit,,No,No,0,1
64,110.43,7067.52,Month-to-month,Credit,Fiber,Yes,Yes,0,0
2,45.13,90.26,One year,UPI,,No,No,3,1
42,113.13,4751.46,Month-to-month,Cash,DSL,No,No,0,1
54,26.53,1432.62,Month-to-month,Cash,DSL,No,No,2,0
16,99.37,1589.92,Month-to-month,Debit,Fiber,No,Yes,2,1
18,63.57,1144.26,One year,UPI,,No,Yes,1,0
59,37.79,2229.61,One year,Debit,Fiber,No,No,3,1
16,27.94,447.04,Month-to-month,Cash,DSL,No,No,2,1
6,58.95,353.7,Two year,Debit,DSL,No,Yes,2,0
57,58.93,3359.01,Month-to-month,Debit,Fiber,No,Yes,2,0
47,43.0,2021.0,One year,Debit,DSL,No,No,2,0
48,41.55,1994.4,Month-to-month,Debit,DSL,No,Yes,1,0
42,59.95,2517.9,Month-to-month,Debit,DSL,Yes,No,1,1
60,61.01,3660.6,Month-to-month,Credit,DSL,No,Yes,1,1
4,64.24,256.96,Month-to-month,Credit,Fiber,No,No,4,1
2,106.88,213.76,One year,Debit,Fiber,No,No,3,1
59,81.13,4786.67,One year,Cash,Fiber,No,No,1,0
27,22.04,595.08,Month-to-month,UPI,DSL,No,No,3,1
27,71.91,1941.57,One year,UPI,Fiber,Yes,No,2,0
72,96.25,6930.0,Month-to-month,Cash,Fiber,No,Yes,2,1
7,25.64,179.48,One year,Credit,Fiber,No,Yes,1,0
63,62.26,3922.38,One year,UPI,Fiber,Yes,No,2,0
46,65.12,2995.52,Month-to-month,Cash,DSL,No,Yes,2,0
63,115.4,7270.2,One year,Debit,Fiber,Yes,No,3,0
12,67.57,810.84,Two year,Cash,DSL,No,Yes,1,0
13,94.99,1234.87,Month-to-month,Debit,DSL,Yes,No,2,0
43,50.29,2162.47,Month-to-month,Debit,Fiber,No,No,1,0
17,97.93,1664.81,One year,Debit,DSL,No,No,3,1
63,52.27,3293.01,Month-to-month,Debit,DSL,No,No,2,0
36,63.0,2268.0,One year,Cash,DSL,No,No,1,0
8,67.95,543.6,Month-to-month,UPI,,No,No,1,0
69,112.64,7772.16,Two year,UPI,DSL,Yes,Yes,0,0
36,25.35,912.6,One year,Debit,Fiber,No,No,1,0
28,39.69,1111.32,Two year,Debit,Fiber,No,Yes,2,0
47,90.57,4256.79,Month-to-month,UPI,DSL,No,Yes,1,1
30,77.76,2332.8,Month-to-month,Cash,DSL,No,No,1,1
23,45.15,1038.45,Month-to-month,UPI,Fiber,No,Yes,3,0
16,48.92,782.72,Month-to-month,Debit,,No,No,2,0
14,56.73,794.22,Two year,UPI,Fiber,No,No,2,0
71,65.03,4617.13,Two year,Debit,Fiber,No,Yes,0,0
52,101.8,5293.6,Month-to-month,Cash,Fiber,Yes,Yes,2,0
37,21.38,791.06,One year,Credit,Fiber,No,Yes,3,0
29,109.8,3184.2,Two year,Debit,Fiber,Yes,No,1,0
67,61.3,4107.1,Two year,UPI,DSL,No,No,0,0
15,43.05,645.75,One year,Credit,Fiber,No,Yes,1,0
47,70.84,3329.48,Month-to-month,UPI,,No,No,4,1
46,85.97,3954.62,Month-to-month,UPI,DSL,No,No,1,1
52,24.48,1272.96,One year,UPI,DSL,No,Yes,2,0
19,91.58,1740.02,One year,Credit,DSL,No,Yes,1,0
21,96.08,2017.68,Month-to-month,Debit,Fiber,No,No,1,1
64,36.62,2343.68,Month-to-month,Credit,DSL,No,No,4,1
37,36.79,1361.23,One year,Credit,Fiber,Yes,Yes,3,0
27,40.38,1090.26,One year,Credit,Fiber,No,No,1,1
55,99.66,5481.3,Month-to-month,Cash,Fiber,No,No,1,1
29,47.2,1368.8,Month-to-month,Cash,Fiber,Yes,No,2,0
20,99.59,1991.8,One year,Credit,DSL,No,Yes,2,0
25,74.05,1851.25,One year,Credit,DSL,No,Yes,1,0
70,96.72,6770.4,Month-to-month,Debit,,Yes,No,4,1
63,75.37,4748.31,Two year,Cash,DSL,No,Yes,1,0
36,53.58,1928.88,One year,Debit,,No,No,0,0
2,111.07,222.14,Two year,UPI,Fiber,Yes,Yes,1,1
22,91.53,2013.66,Month-to-month,UPI,DSL,No,Yes,1,0
16,68.41,1094.56,One year,UPI,,Yes,No,0,0
18,83.74,1507.32,One year,Cash,DSL,Yes,No,2,0
69,81.58,5629.02,Month-to-month,UPI,Fiber,No,Yes,1,1
54,55.81,3013.74,Month-to-month,Cash,Fiber,No,Yes,1,0
30,62.38,1871.4,Month-to-month,Cash,DSL,Yes,Yes,2,0
45,51.83,2332.35,Month-to-month,Debit,DSL,Yes,No,0,0
19,119.95,2279.05,Month-to-month,UPI,Fiber,No,Yes,3,1
34,78.01,2652.34,One year,Debit,DSL,No,No,2,0
13,29.21,379.73,Month-to-month,UPI,DSL,No,Yes,2,0
43,71.91,3092.13,One year,Credit,Fiber,No,No,2,1
62,25.0,1550.0,One year,Debit,Fiber,Yes,No,1,0
22,48.87,1075.14,Month-to-month,Cash,Fiber,Yes,No,1,0
52,64.6,3359.2,Month-to-month,Debit,DSL,No,No,3,1
52,73.43,3818.36,Two year,UPI,DSL,No,No,0,0
36,117.62,4234.32,Two year,Cash,,Yes,No,1,0
19,118.22,2246.18,Month-to-month,Cash,DSL,No,No,2,1
38,29.81,1132.78,One year,Cash,DSL,No,Yes,2,1
70,73.81,5166.7,Two year,UPI,DSL,Yes,No,2,0
57,101.71,5797.47,Two year,Credit,Fiber,No,Yes,2,0
20,43.77,875.4,Month-to-month,Credit,Fiber,Yes,Yes,0,0
9,95.06,855.54,Month-to-month,Debit,DSL,Yes,No,0,0
32,107.86,3451.52,One year,Cash,DSL,Yes,Yes,1,0
4,86.25,345.0,Month-to-month,UPI,DSL,No,Yes,1,1
50,52.77,2638.5,One year,Debit,DSL,No,No,2,0
5,112.31,561.55,Month-to-month,UPI,Fiber,No,No,2,1
20,108.35,2167.0,Month-to-month,Debit,Fiber,Yes,No,1,0
37,91.58,3388.46,Month-to-month,Debit,DSL,Yes,Yes,4,1
22,56.37,1240.14,Month-to-month,UPI,Fiber,No,No,2,0
58,99.19,5753.02,Month-to-month,UPI,Fiber,No,Yes,2,1
68,51.61,3509.48,Two year,Credit,Fiber,No,No,3,0
44,45.3,1993.2,Month-to-month,UPI,Fiber,No,No,2,0
34,71.5,2431.0,Month-to-month,Debit,Fiber,No,Yes,1,0
42,119.71,5027.82,Month-to-month,Cash,DSL,Yes,Yes,1,1
9,100.43,903.87,Month-to-month,UPI,,No,No,0,0
7,92.98,650.86,One year,UPI,Fiber,No,Yes,0,0
68,65.2,4433.6,One year,Cash,DSL,Yes,Yes,0,0
19,51.2,972.8,Two year,Credit,DSL,Yes,Yes,1,0
31,105.59,3273.29,One year,Cash,Fiber,No,Yes,0,0
35,76.77,2686.95,Month-to-month,Cash,DSL,No,No,2,0
57,101.33,5775.81,Month-to-month,UPI,Fiber,No,No,1,1
61,68.78,4195.58,Month-to-month,Credit,Fiber,Yes,No,2,0
31,95.4,2957.4,Month-to-month,Credit,Fiber,Yes,No,2,0
53,106.77,5658.81,One year,Cash,Fiber,No,Yes,0,1
32,59.14,1892.48,Month-to-month,Debit,Fiber,Yes,Yes,2,0
66,21.36,1409.76,Month-to-month,Debit,Fiber,Yes,No,3,0
59,45.49,2683.91,Month-to-month,Debit,Fiber,No,Yes,2,1
10,111.49,1114.9,Month-to-month,UPI,DSL,No,No,4,1
2,88.75,177.5,Month-to-month,UPI,Fiber,Yes,No,3,1
66,93.72,6185.52,Month-to-month,Debit,Fiber,No,Yes,2,1
60,52.53,3151.8,Month-to-month,Cash,,No,Yes,2,0
17,90.13,1532.21,Month-to-month,UPI,Fiber,Yes,No,1,0
16,84.63,1354.08,Month-to-month,Credit,DSL,No,Yes,2,1
16,37.84,605.44,Month-to-month,Cash,Fiber,Yes,Yes,1,0
46,116.87,5376.02,Month-to-month,Debit,DSL,Yes,No,2,0
39,55.4,2160.6,Two year,UPI,Fiber,No,Yes,0,0
31,52.93,1640.83,One year,UPI,Fiber,No,Yes,1,0
1,56.92,56.92,One year,Credit,,No,No,1,0
11,29.17,320.87,Month-to-month,Debit,DSL,No,No,2,0
4,82.5,330.0,Two year,Debit,Fiber,Yes,Yes,1,1
71,43.86,3114.06,One year,UPI,DSL,No,Yes,0,0
26,100.33,2608.58,Month-to-month,Debit,DSL,No,Yes,2,1
50,59.42,2971.0,One year,Credit,,Yes,No,0,0
12,65.86,790.32,Month-to-month,Cash,Fiber,No,No,0,0
65,84.64,5501.6,Month-to-month,Debit,Fiber,No,No,0,1
47,96.19,4520.93,One year,Credit,DSL,Yes,Yes,3,1
53,43.11,2284.83,Month-to-month,UPI,,No,No,2,0
71,116.63,8280.73,One year,Cash,DSL,No,No,5,1
2,82.23,164.46,Month-to-month,Credit,Fiber,Yes,No,3,1
24,20.56,493.44,Two year,Cash,Fiber,No,Yes,1,0
4,61.56,246.24,Month-to-month,Cash,Fiber,No,Yes,3,1
19,63.68,1209.92,Two year,UPI,,No,No,3,0
26,100.92,2623.92,One year,UPI,DSL,Yes,Yes,3,0
40,50.51,2020.4,Month-to-month,Credit,Fiber,No,Yes,3,1
50,53.12,2656.0,Month-to-month,Credit,Fiber,No,No,1,0
43,27.05,1163.15,Month-to-month,Credit,DSL,No,No,1,0
67,48.35,3239.45,One year,Cash,Fiber,No,No,2,0
12,91.7,1100.4,Month-to-month,UPI,DSL,Yes,No,3,1
67,83.48,5593.16,Month-to-month,Cash,Fiber,No,No,2,1
27,28.14,759.78,Month-to-month,Debit,DSL,No,No,3,1
54,31.47,1699.38,Month-to-month,UPI,DSL,No,No,1,0
66,57.69,3807.54,Month-to-month,Credit,DSL,Yes,No,3,0
49,94.38,4624.62,One year,Cash,DSL,Yes,No,0,1
16,103.29,1652.64,Two year,UPI,Fiber,Yes,Yes,2,0
2,21.46,42.92,Two year,Credit,DSL,No,Yes,2,0
60,52.9,3174.0,Two year,Credit,Fiber,Yes,Yes,1,0
54,62.43,3371.22,One year,Debit,Fiber,Yes,No,4,0
30,111.11,3333.3,Month-to-month,UPI,Fiber,No,No,1,1
38,70.14,2665.32,Month-to-month,Credit,Fiber,Yes,Yes,1,0
28,46.97,1315.16,Month-to-month,Cash,Fiber,No,No,2,0
25,59.0,1475.0,Month-to-month,UPI,Fiber,No,No,0,0
10,63.64,636.4,Month-to-month,Debit,DSL,No,Yes,1,0
60,87.0,5220.0,Two year,Credit,Fiber,No,No,0,0
42,24.11,1012.62,One year,Credit,DSL,Yes,No,2,0
40,58.95,2358.0,Two year,UPI,DSL,Yes,Yes,2,0
42,84.66,3555.72,Month-to-month,UPI,DSL,No,No,2,0
47,48.33,2271.51,Month-to-month,UPI,DSL,No,No,0,1
37,79.18,2929.66,One year,Debit,Fiber,Yes,No,3,0
22,55.73,1226.06,Month-to-month,Cash,DSL,No,No,0,0
57,95.87,5464.59,Month-to-month,Debit,Fiber,No,Yes,0,0
27,26.06,703.62,One year,Credit,DSL,No,No,1,0
41,111.8,4583.8,Month-to-month,UPI,DSL,No,Yes,3,1
34,37.16,1263.44,Two year,Cash,,No,No,1,0
32,35.85,1147.2,Month-to-month,Debit,Fiber,Yes,Yes,0,0
66,104.06,6867.96,Two year,UPI,Fiber,Yes,Yes,0,0
12,106.93,1283.16,Month-to-month,UPI,Fiber,No,Yes,0,1
40,29.3,1172.0,Month-to-month,Debit,DSL,No,No,2,0
10,110.87,1108.7,Month-to-month,Cash,Fiber,Yes,Yes,2,0
48,47.33,2271.84,Month-to-month,UPI,DSL,No,No,0,0
20,81.86,1637.2,Month-to-month,Credit,DSL,Yes,No,1,0
39,26.86,1047.54,Two year,Credit,Fiber,No,No,0,1
60,58.07,3484.2,One year,UPI,Fiber,Yes,No,1,0
66,65.07,4294.62,Month-to-month,Debit,DSL,No,No,2,0
65,79.98,5198.7,Month-to-month,Cash,DSL,Yes,No,5,0
51,72.53,3699.03,Month-to-month,UPI,Fiber,No,No,1,0
36,66.15,2381.4,Month-to-month,Credit,DSL,Yes,Yes,0,0
24,115.96,2783.04,One year,Cash,DSL,No,No,3,1
27,38.5,1039.5,Month-to-month,Cash,Fiber,No,Yes,1,0
2,35.8,71.6,Two year,UPI,Fiber,No,No,5,1
31,91.34,2831.54,Month-to-month,Debit,,No,No,3,1
57,27.46,1565.22,One year,Debit,DSL,No,No,1,0
66,68.29,4507.14,One year,Debit,Fiber,No,Yes,1,0
29,68.41,1983.89,Month-to-month,Cash,Fiber,Yes,No,1,0
15,51.0,765.0,Month-to-month,Debit,Fiber,Yes,Yes,0,0
12,113.04,1356.48,Month-to-month,Credit,DSL,No,No,2,1
28,48.25,1351.0,Month-to-month,UPI,Fiber,Yes,Yes,4,0
24,48.84,1172.16,Month-to-month,Credit,Fiber,No,Yes,1,1
21,43.43,912.03,Month-to-month,Debit,Fiber,No,No,1,0
10,34.58,345.8,Month-to-month,UPI,,No,Yes,1,0
18,56.4,1015.2,Month-to-month,UPI,DSL,No,Yes,1,0
14,88.09,1233.26,Month-to-month,Debit,Fiber,No,Yes,0,1
34,94.22,3203.48,Two year,UPI,DSL,Yes,Yes,2,0
58,101.34,5877.72,Month-to-month,Debit,Fiber,Yes,No,0,0
22,39.75,874.5,Month-to-month,UPI,Fiber,Yes,Yes,1,0
70,23.56,1649.2,Month-to-month,Debit,Fiber,No,Yes,0,1
36,117.47,4228.92,One year,Credit,Fiber,Yes,No,0,0
45,21.43,964.35,Month-to-month,UPI,DSL,No,No,0,0
36,116.07,4178.52,One year,Cash,Fiber,No,No,0,1
22,102.88,2263.36,Month-to-month,Credit,Fiber,Yes,Yes,0,0
61,111.21,6783.81,Month-to-month,Cash,Fiber,Yes,No,1,0
56,58.72,3288.32,Month-to-month,Credit,DSL,Yes,No,2,0
33,39.72,1310.76,Month-to-month,Credit,Fiber,Yes,No,0,0
45,80.65,3629.25,Month-to-month,Credit,DSL,No,No,2,1
36,94.13,3388.68,Month-to-month,Cash,Fiber,No,No,0,1
20,33.09,661.8,Two year,Credit,,No,Yes,2,0
18,99.76,1795.68,Month-to-month,UPI,,Yes,No,4,1
38,40.86,1552.68,Month-to-month,UPI,,Yes,No,2,0
67,69.17,4634.39,One year,UPI,DSL,Yes,Yes,2,0
23,105.65,2429.95,Two year,Credit,Fiber,No,No,1,1
16,39.34,629.44,One year,Debit,Fiber,No,No,2,0
59,44.19,2607.21,Two year,Debit,DSL,No,Yes,2,0
69,26.28,1813.32,Two year,UPI,DSL,Yes,Yes,1,0
68,34.66,2356.88,Month-to-month,Credit,Fiber,No,Yes,1,0
21,34.65,727.65,Month-to-month,Cash,Fiber,Yes,No,2,0
70,40.34,2823.8,One year,Cash,DSL,Yes,No,1,0
12,48.62,583.44,Month-to-month,UPI,,No,Yes,1,1
16,101.5,1624.0,Month-to-month,Credit,Fiber,No,Yes,1,1
14,111.58,1562.12,Two year,Cash,Fiber,No,Yes,2,0
61,60.63,3698.43,Month-to-month,Cash,,No,No,1,0
71,32.82,2330.22,Two year,Cash,,No,No,2,0
46,42.38,1949.48,One year,Debit,DSL,Yes,Yes,3,0
32,93.62,2995.84,Month-to-month,Debit,Fiber,No,Yes,3,1
15,87.74,1316.1,Two year,Cash,Fiber,No,No,1,0
44,116.72,5135.68,One year,Credit,Fiber,No,Yes,2,1
17,21.45,364.65,Month-to-month,Cash,DSL,No,Yes,0,0
41,95.08,3898.28,One year,Cash,DSL,Yes,Yes,4,1
54,70.58,3811.32,Month-to-month,Debit,DSL,No,No,1,0
44,110.27,4851.88,One year,Credit,Fiber,No,Yes,2,0
5,77.62,388.1,Month-to-month,UPI,DSL,No,Yes,0,1
27,64.67,1746.09,Two year,Credit,Fiber,No,No,2,0
43,86.59,3723.37,One year,Credit,DSL,No,No,3,1
31,103.35,3203.85,Month-to-month,Debit,DSL,No,No,0,1
17,48.25,820.25,Month-to-month,Credit,Fiber,Yes,Yes,0,1
54,30.75,1660.5,Month-to-month,Debit,,No,No,1,0
62,63.3,3924.6,One year,Credit,DSL,No,Yes,3,0
32,41.45,1326.4,Month-to-month,Debit,DSL,Yes,No,2,0
40,62.95,2518.0,Two year,Credit,DSL,No,No,0,0
13,119.1,1548.3,Two year,Credit,Fiber,Yes,No,5,1
35,77.41,2709.35,Month-to-month,Credit,Fiber,Yes,No,0,1
5,89.36,446.8,Month-to-month,Credit,,No,Yes,1,1
29,87.79,2545.91,Two year,UPI,Fiber,No,Yes,0,0
70,102.07,7144.9,One year,UPI,Fiber,Yes,Yes,2,0
25,114.41,2860.25,Month-to-month,Debit,Fiber,Yes,Yes,1,1
22,85.88,1889.36,Month-to-month,UPI,DSL,No,Yes,0,1
66,67.61,4462.26,Two year,Cash,Fiber,No,Yes,0,0
45,51.78,2330.1,Month-to-month,UPI,Fiber,Yes,No,1,0
69,56.03,3866.07,Two year,Debit,Fiber,Yes,No,0,0
72,53.45,3848.4,Two year,Cash,Fiber,No,No,0,0
1,52.45,52.45,Month-to-month,UPI,Fiber,No,No,1,1
44,89.46,3936.24,Two year,Cash,DSL,No,No,5,1
39,78.77,3072.03,Month-to-month,Cash,,No,No,2,0
54,40.2,2170.8,Month-to-month,Cash,Fiber,Yes,No,0,0
29,116.96,3391.84,Month-to-month,Debit,DSL,No,Yes,0,1
54,62.77,3389.58,Month-to-month,UPI,DSL,No,No,2,0
16,76.61,1225.76,Month-to-month,Debit,DSL,No,No,1,0
20,90.26,1805.2,Month-to-month,Debit,Fiber,No,No,0,1
46,81.37,3743.02,Month-to-month,UPI,Fiber,No,Yes,2,1
67,51.11,3424.37,Month-to-month,Debit,Fiber,Yes,No,1,0
65,99.77,6485.05,One year,Credit,DSL,Yes,No,1,0
58,31.02,1799.16,Month-to-month,UPI,,No,No,1,1
53,76.9,4075.7,One year,Credit,Fiber,No,Yes,0,0
1,47.33,47.33,Month-to-month,UPI,,No,No,3,1
66,81.58,5384.28,Month-to-month,UPI,Fiber,Yes,No,1,0
29,41.8,1212.2,Month-to-month,Debit,DSL,No,No,0,1
70,97.22,6805.4,Month-to-month,Debit,DSL,Yes,No,1,1
8,42.75,342.0,One year,Debit,DSL,No,Yes,2,0
29,109.04,3162.16,Month-to-month,Cash,DSL,Yes,No,1,0
51,106.16,5414.16,Month-to-month,UPI,Fiber,Yes,No,1,1
33,56.24,1855.92,Month-to-month,Cash,DSL,Yes,No,1,0
3,58.58,175.74,Month-to-month,Debit,,Yes,No,1,0
60,90.15,5409.0,One year,Credit,Fiber,Yes,Yes,2,0
35,29.04,1016.4,Month-to-month,Credit,DSL,No,No,2,0
69,28.09,1938.21,One year,UPI,Fiber,Yes,No,0,0
20,33.63,672.6,Month-to-month,Cash,Fiber,No,Yes,0,1
39,76.25,2973.75,Two year,UPI,DSL,No,Yes,1,0
4,34.9,139.6,Month-to-month,Debit,Fiber,Yes,No,1,0
19,47.76,907.44,Month-to-month,Cash,Fiber,No,No,2,0
45,84.69,3811.05,One year,Credit,Fiber,No,No,2,0
43,21.56,927.08,Month-to-month,Debit,DSL,No,Yes,1,0
13,38.02,494.26,Two year,Debit,DSL,No,Yes,2,0
13,112.99,1468.87,One year,Debit,DSL,No,No,3,1
60,86.36,5181.6,One year,Cash,Fiber,Yes,Yes,2,0
57,50.56,2881.92,One year,Debit,Fiber,No,Yes,3,0
52,24.53,1275.56,Month-to-month,Credit,Fiber,Yes,No,3,0
53,78.6,4165.8,One year,Debit,DSL,No,No,3,0
43,42.29,1818.47,Month-to-month,Cash,Fiber,No,Yes,3,1
72,116.02,8353.44,One year,Cash,Fiber,No,Yes,1,0
72,88.7,6386.4,One year,Credit,DSL,No,Yes,3,1
42,117.41,4931.22,Month-to-month,Cash,DSL,Yes,Yes,0,0
26,104.89,2727.14,Month-to-month,Credit,DSL,No,Yes,2,1
23,68.3,1570.9,Month-to-month,UPI,Fiber,No,Yes,2,0
43,86.96,3739.28,One year,Debit,,Yes,No,1,0
28,101.21,2833.88,Month-to-month,UPI,Fiber,No,No,1,1
9,77.82,700.38,Month-to-month,UPI,DSL,No,Yes,0,0
20,26.15,523.0,Month-to-month,UPI,Fiber,No,Yes,2,0
56,67.04,3754.24,Month-to-month,Credit,DSL,No,No,0,1
39,33.06,1289.34,Month-to-month,Debit,Fiber,Yes,Yes,2,1
51,91.48,4665.48,Two year,UPI,,No,Yes,1,0
12,88.06,1056.72,Month-to-month,Credit,DSL,No,Yes,2,1
55,119.29,6560.95,Month-to-month,Cash,Fiber,No,Yes,0,1
11,82.88,911.68,Month-to-month,UPI,Fiber,No,No,0,1
26,100.01,2600.26,Month-to-month,Credit,DSL,Yes,No,0,0
42,46.83,1966.86,One year,Credit,Fiber,No,Yes,0,0
27,54.0,1458.0,Month-to-month,Credit,DSL,Yes,Yes,1,0
11,111.7,1228.7,Month-to-month,Credit,Fiber,Yes,No,5,1
38,95.52,3629.76,Two year,Debit,DSL,Yes,Yes,2,0
43,85.53,3677.79,Month-to-month,Cash,Fiber,Yes,No,1,0
19,45.4,862.6,Month-to-month,Credit,DSL,No,No,2,0
64,89.86,5751.04,Month-to-month,UPI,Fiber,No,No,0,1
6,108.68,652.08,Month-to-month,Cash,Fiber,No,No,3,1
46,43.08,1981.68,One year,Debit,Fiber,No,No,2,0
42,90.61,3805.62,Two year,UPI,DSL,No,No,2,0
65,59.37,3859.05,One year,Cash,Fiber,Yes,No,0,1
72,31.88,2295.36,One year,Cash,Fiber,Yes,No,2,1
59,96.35,5684.65,Two year,Debit,DSL,No,No,1,0
52,36.71,1908.92,One year,UPI,Fiber,No,Yes,2,0
47,45.29,2128.63,Month-to-month,UPI,DSL,No,Yes,1,0
7,98.29,688.03,Month-to-month,Credit,DSL,Yes,No,1,0
11,94.21,1036.31,Month-to-month,Cash,Fiber,No,No,2,0
61,45.42,2770.62,Month-to-month,UPI,Fiber,No,No,2,0
68,114.1,7758.8,Month-to-month,Debit,Fiber,Yes,Yes,4,1
25,41.53,1038.25,One year,UPI,Fiber,Yes,Yes,2,0
12,119.36,1432.32,Month-to-month,Credit,,No,No,1,1
26,93.79,2438.54,One year,Cash,DSL,No,No,2,0
12,59.25,711.0,Month-to-month,Credit,,No,Yes,0,1
43,33.03,1420.29,Month-to-month,Debit,Fiber,No,No,1,0
51,52.05,2654.55,Month-to-month,UPI,Fiber,Yes,No,1,0
37,39.37,1456.69,Month-to-month,Credit,Fiber,No,Yes,0,0
46,82.18,3780.28,One year,Debit,DSL,No,Yes,2,0
53,55.69,2951.57,Two year,Debit,DSL,No,No,1,1
13,49.5,643.5,Month-to-month,Credit,Fiber,No,Yes,2,0
54,95.71,5168.34,One year,Debit,Fiber,No,Yes,2,0
57,43.06,2454.42,Two year,UPI,Fiber,Yes,No,1,0
4,78.69,314.76,Month-to-month,UPI,,Yes,Yes,1,0
49,39.46,1933.54,Month-to-month,UPI,Fiber,No,No,1,0
7,91.48,640.36,Month-to-month,Debit,DSL,No,No,3,0
11,82.51,907.61,Month-to-month,Debit,Fiber,No,No,1,1
54,99.82,5390.28,Two year,UPI,Fiber,Yes,No,1,0
45,26.85,1208.25,Month-to-month,UPI,DSL,Yes,Yes,1,0
23,41.01,943.23,Month-to-month,Cash,DSL,No,No,1,0
28,35.45,992.6,Month-to-month,Credit,DSL,Yes,Yes,2,0
57,39.06,2226.42,Two year,UPI,Fiber,Yes,No,0,0
26,30.3,787.8,Month-to-month,Debit,DSL,No,No,3,1
25,76.21,1905.25,Month-to-month,Credit,DSL,No,Yes,3,0
54,79.34,4284.36,Month-to-month,Debit,DSL,Yes,No,1,1
29,104.35,3026.15,One year,Debit,Fiber,No,Yes,2,0
36,61.77,2223.72,One year,Cash,Fiber,Yes,No,2,0
14,73.24,1025.36,Two year,UPI,,Yes,Yes,0,0
35,119.13,4169.55,Month-to-month,Cash,Fiber,No,Yes,1,1
30,73.18,2195.4,Month-to-month,Credit,Fiber,No,No,2,0
17,77.36,1315.12,Two year,Debit,DSL,Yes,Yes,0,0
67,119.59,8012.53,Two year,Debit,Fiber,No,No,2,0
30,119.41,3582.3,Month-to-month,UPI,DSL,No,No,3,1
45,62.4,2808.0,Month-to-month,Debit,Fiber,Yes,No,1,0
51,83.49,4257.99,Month-to-month,Debit,DSL,No,Yes,1,1
47,68.08,3199.76,Month-to-month,Cash,Fiber,Yes,No,4,0
